Year,State_name,Phenophase,Total Observations,Observation_Change,Total_Observations_All_Years,Average_Yearly_Change
2022.0,Karnataka,Flowers_male,55,6.0,345,24.375
2023.0,Karnataka,Flowers_male,195,140.0,345,24.375
2015.0,Karnataka,Flowers_open,92,,2506,104.625
2016.0,Karnataka,Flowers_open,176,84.0,2506,104.625
2017.0,Karnataka,Flowers_open,132,-44.0,2506,104.625
2018.0,Karnataka,Flowers_open,551,419.0,2506,104.625
2019.0,Karnataka,Flowers_open,295,-256.0,2506,104.625
2020.0,Karnataka,Flowers_open,81,-214.0,2506,104.625
2021.0,Karnataka,Flowers_open,100,19.0,2506,104.625
2022.0,Karnataka,Flowers_open,150,50.0,2506,104.625
2023.0,Karnataka,Flowers_open,929,779.0,2506,104.625
2015.0,Karnataka,Fruits_open,0,,826,76.5
2016.0,Karnataka,Fruits_open,0,0.0,826,76.5
2017.0,Karnataka,Fruits_open,0,0.0,826,76.5
2018.0,Karnataka,Fruits_open,61,61.0,826,76.5
2019.0,Karnataka,Fruits_open,19,-42.0,826,76.5
2020.0,Karnataka,Fruits_open,21,2.0,826,76.5
2021.0,Karnataka,Fruits_open,51,30.0,826,76.5
2022.0,Karnataka,Fruits_open,62,11.0,826,76.5
2023.0,Karnataka,Fruits_open,612,550.0,826,76.5
2015.0,Karnataka,Fruits_ripe,92,,2743,115.5
2016.0,Karnataka,Fruits_ripe,186,94.0,2743,115.5
2017.0,Karnataka,Fruits_ripe,151,-35.0,2743,115.5
2018.0,Karnataka,Fruits_ripe,598,447.0,2743,115.5
2019.0,Karnataka,Fruits_ripe,313,-285.0,2743,115.5
2020.0,Karnataka,Fruits_ripe,81,-232.0,2743,115.5
2021.0,Karnataka,Fruits_ripe,119,38.0,2743,115.5
2022.0,Karnataka,Fruits_ripe,187,68.0,2743,115.5
2023.0,Karnataka,Fruits_ripe,1016,829.0,2743,115.5
2015.0,Karnataka,Fruits_unripe,92,,2725,115.375
2016.0,Karnataka,Fruits_unripe,186,94.0,2725,115.375
2017.0,Karnataka,Fruits_unripe,152,-34.0,2725,115.375
2018.0,Karnataka,Fruits_unripe,583,431.0,2725,115.375
2019.0,Karnataka,Fruits_unripe,311,-272.0,2725,115.375
2020.0,Karnataka,Fruits_unripe,79,-232.0,2725,115.375
2021.0,Karnataka,Fruits_unripe,119,40.0,2725,115.375
2022.0,Karnataka,Fruits_unripe,188,69.0,2725,115.375
2023.0,Karnataka,Fruits_unripe,1015,827.0,2725,115.375
2015.0,Karnataka,Leaves_fresh,92,,2835,116.625
2016.0,Karnataka,Leaves_fresh,187,95.0,2835,116.625
2017.0,Karnataka,Leaves_fresh,152,-35.0,2835,116.625
2018.0,Karnataka,Leaves_fresh,663,511.0,2835,116.625
2019.0,Karnataka,Leaves_fresh,324,-339.0,2835,116.625
2020.0,Karnataka,Leaves_fresh,82,-242.0,2835,116.625
2021.0,Karnataka,Leaves_fresh,119,37.0,2835,116.625
2022.0,Karnataka,Leaves_fresh,191,72.0,2835,116.625
2023.0,Karnataka,Leaves_fresh,1025,834.0,2835,116.625
2015.0,Karnataka,Leaves_mature,91,,2844,116.75
2016.0,Karnataka,Leaves_mature,188,97.0,2844,116.75
2017.0,Karnataka,Leaves_mature,152,-36.0,2844,116.75
2018.0,Karnataka,Leaves_mature,669,517.0,2844,116.75
2019.0,Karnataka,Leaves_mature,327,-342.0,2844,116.75
2020.0,Karnataka,Leaves_mature,82,-245.0,2844,116.75
2021.0,Karnataka,Leaves_mature,119,37.0,2844,116.75
2022.0,Karnataka,Leaves_mature,191,72.0,2844,116.75
2023.0,Karnataka,Leaves_mature,1025,834.0,2844,116.75
2015.0,Karnataka,Leaves_old,0,,2102,127.75
2016.0,Karnataka,Leaves_old,0,0.0,2102,127.75
2017.0,Karnataka,Leaves_old,0,0.0,2102,127.75
2018.0,Karnataka,Leaves_old,407,407.0,2102,127.75
2019.0,Karnataka,Leaves_old,294,-113.0,2102,127.75
2020.0,Karnataka,Leaves_old,70,-224.0,2102,127.75
2021.0,Karnataka,Leaves_old,119,49.0,2102,127.75
2022.0,Karnataka,Leaves_old,190,71.0,2102,127.75
2023.0,Karnataka,Leaves_old,1022,832.0,2102,127.75
2015.0,Kerala,Flowers_Female,0,,35011,956.5
2016.0,Kerala,Flowers_Female,0,0.0,35011,956.5
2017.0,Kerala,Flowers_Female,1,1.0,35011,956.5
2018.0,Kerala,Flowers_Female,1875,1874.0,35011,956.5
2019.0,Kerala,Flowers_Female,2690,815.0,35011,956.5
2020.0,Kerala,Flowers_Female,5747,3057.0,35011,956.5
2021.0,Kerala,Flowers_Female,7711,1964.0,35011,956.5
2022.0,Kerala,Flowers_Female,9335,1624.0,35011,956.5
2023.0,Kerala,Flowers_Female,7652,-1683.0,35011,956.5
2015.0,Kerala,Flowers_bud,11812,,156234,586.125
2016.0,Kerala,Flowers_bud,12901,1089.0,156234,586.125
2017.0,Kerala,Flowers_bud,13149,248.0,156234,586.125
2018.0,Kerala,Flowers_bud,29257,16108.0,156234,586.125
2019.0,Kerala,Flowers_bud,24448,-4809.0,156234,586.125
2020.0,Kerala,Flowers_bud,16182,-8266.0,156234,586.125
2021.0,Kerala,Flowers_bud,13572,-2610.0,156234,586.125
2022.0,Kerala,Flowers_bud,18412,4840.0,156234,586.125
2023.0,Kerala,Flowers_bud,16501,-1911.0,156234,586.125
2015.0,Kerala,Flowers_male,0,,34826,952.5
2016.0,Kerala,Flowers_male,0,0.0,34826,952.5
2017.0,Kerala,Flowers_male,1,1.0,34826,952.5
2018.0,Kerala,Flowers_male,1849,1848.0,34826,952.5
2019.0,Kerala,Flowers_male,2665,816.0,34826,952.5
2020.0,Kerala,Flowers_male,5728,3063.0,34826,952.5
2021.0,Kerala,Flowers_male,7692,1964.0,34826,952.5
2022.0,Kerala,Flowers_male,9271,1579.0,34826,952.5
2023.0,Kerala,Flowers_male,7620,-1651.0,34826,952.5
2015.0,Kerala,Flowers_open,11784,,146710,340.0
2016.0,Kerala,Flowers_open,12903,1119.0,146710,340.0
2017.0,Kerala,Flowers_open,13155,252.0,146710,340.0
2018.0,Kerala,Flowers_open,27613,14458.0,146710,340.0
2019.0,Kerala,Flowers_open,23269,-4344.0,146710,340.0
2020.0,Kerala,Flowers_open,14531,-8738.0,146710,340.0
2021.0,Kerala,Flowers_open,12420,-2111.0,146710,340.0
2022.0,Kerala,Flowers_open,16531,4111.0,146710,340.0
2023.0,Kerala,Flowers_open,14504,-2027.0,146710,340.0
2015.0,Kerala,Fruits_open,1,,32074,965.125
2016.0,Kerala,Fruits_open,11,10.0,32074,965.125
2017.0,Kerala,Fruits_open,1,-10.0,32074,965.125
2018.0,Kerala,Fruits_open,1038,1037.0,32074,965.125
2019.0,Kerala,Fruits_open,2150,1112.0,32074,965.125
2020.0,Kerala,Fruits_open,5102,2952.0,32074,965.125
2021.0,Kerala,Fruits_open,7332,2230.0,32074,965.125
2022.0,Kerala,Fruits_open,8717,1385.0,32074,965.125
2023.0,Kerala,Fruits_open,7722,-995.0,32074,965.125
2015.0,Kerala,Fruits_ripe,11783,,158332,660.75
2016.0,Kerala,Fruits_ripe,12920,1137.0,158332,660.75
2017.0,Kerala,Fruits_ripe,13134,214.0,158332,660.75
2018.0,Kerala,Fruits_ripe,29425,16291.0,158332,660.75
2019.0,Kerala,Fruits_ripe,24729,-4696.0,158332,660.75
2020.0,Kerala,Fruits_ripe,16480,-8249.0,158332,660.75
2021.0,Kerala,Fruits_ripe,13819,-2661.0,158332,660.75
2022.0,Kerala,Fruits_ripe,18973,5154.0,158332,660.75
2023.0,Kerala,Fruits_ripe,17069,-1904.0,158332,660.75
2015.0,Kerala,Fruits_unripe,11731,,158272,664.875
2016.0,Kerala,Fruits_unripe,12939,1208.0,158272,664.875
2017.0,Kerala,Fruits_unripe,13145,206.0,158272,664.875
2018.0,Kerala,Fruits_unripe,29370,16225.0,158272,664.875
2019.0,Kerala,Fruits_unripe,24749,-4621.0,158272,664.875
2020.0,Kerala,Fruits_unripe,16491,-8258.0,158272,664.875
2021.0,Kerala,Fruits_unripe,13824,-2667.0,158272,664.875
2022.0,Kerala,Fruits_unripe,18973,5149.0,158272,664.875
2023.0,Kerala,Fruits_unripe,17050,-1923.0,158272,664.875
2015.0,Kerala,Leaves_fresh,11853,,161259,680.5
2016.0,Kerala,Leaves_fresh,12959,1106.0,161259,680.5
2017.0,Kerala,Leaves_fresh,13195,236.0,161259,680.5
2018.0,Kerala,Leaves_fresh,30732,17537.0,161259,680.5
2019.0,Kerala,Leaves_fresh,25368,-5364.0,161259,680.5
2020.0,Kerala,Leaves_fresh,16638,-8730.0,161259,680.5
2021.0,Kerala,Leaves_fresh,13941,-2697.0,161259,680.5
2022.0,Kerala,Leaves_fresh,19276,5335.0,161259,680.5
2023.0,Kerala,Leaves_fresh,17297,-1979.0,161259,680.5
2015.0,Kerala,Leaves_mature,11828,,161200,685.375
2016.0,Kerala,Leaves_mature,12945,1117.0,161200,685.375
2017.0,Kerala,Leaves_mature,13179,234.0,161200,685.375
2018.0,Kerala,Leaves_mature,30648,17469.0,161200,685.375
2019.0,Kerala,Leaves_mature,25386,-5262.0,161200,685.375
2020.0,Kerala,Leaves_mature,16647,-8739.0,161200,685.375
2021.0,Kerala,Leaves_mature,13946,-2701.0,161200,685.375
2022.0,Kerala,Leaves_mature,19310,5364.0,161200,685.375
2023.0,Kerala,Leaves_mature,17311,-1999.0,161200,685.375
2015.0,Kerala,Leaves_old,1,,97704,2156.5
2016.0,Kerala,Leaves_old,12,11.0,97704,2156.5
2017.0,Kerala,Leaves_old,12,0.0,97704,2156.5
2018.0,Kerala,Leaves_old,14069,14057.0,97704,2156.5
2019.0,Kerala,Leaves_old,17868,3799.0,97704,2156.5
2020.0,Kerala,Leaves_old,15453,-2415.0,97704,2156.5
2021.0,Kerala,Leaves_old,13920,-1533.0,97704,2156.5
2022.0,Kerala,Leaves_old,19116,5196.0,97704,2156.5
2023.0,Kerala,Leaves_old,17253,-1863.0,97704,2156.5
2015.0,Lakshadweep,Flowers_Female,0,,0,0.0
2018.0,Lakshadweep,Flowers_Female,0,0.0,0,0.0
2015.0,Lakshadweep,Flowers_bud,3,,4,-2.0
2018.0,Lakshadweep,Flowers_bud,1,-2.0,4,-2.0
2015.0,Lakshadweep,Flowers_male,0,,0,0.0
2018.0,Lakshadweep,Flowers_male,0,0.0,0,0.0
2015.0,Lakshadweep,Flowers_open,3,,4,-2.0
2018.0,Lakshadweep,Flowers_open,1,-2.0,4,-2.0
2015.0,Lakshadweep,Fruits_open,0,,0,0.0
2018.0,Lakshadweep,Fruits_open,0,0.0,0,0.0
2015.0,Lakshadweep,Fruits_ripe,3,,4,-2.0
2018.0,Lakshadweep,Fruits_ripe,1,-2.0,4,-2.0
2015.0,Lakshadweep,Fruits_unripe,3,,4,-2.0
2018.0,Lakshadweep,Fruits_unripe,1,-2.0,4,-2.0
2015.0,Lakshadweep,Leaves_fresh,3,,4,-2.0
2018.0,Lakshadweep,Leaves_fresh,1,-2.0,4,-2.0
2015.0,Lakshadweep,Leaves_mature,3,,4,-2.0
2018.0,Lakshadweep,Leaves_mature,1,-2.0,4,-2.0
2015.0,Lakshadweep,Leaves_old,0,,1,1.0
2018.0,Lakshadweep,Leaves_old,1,1.0,1,1.0
2015.0,Puducherry,Flowers_Female,0,,51,0.0
2016.0,Puducherry,Flowers_Female,0,0.0,51,0.0
2017.0,Puducherry,Flowers_Female,0,0.0,51,0.0
2018.0,Puducherry,Flowers_Female,0,0.0,51,0.0
2019.0,Puducherry,Flowers_Female,0,0.0,51,0.0
2020.0,Puducherry,Flowers_Female,0,0.0,51,0.0
2021.0,Puducherry,Flowers_Female,0,0.0,51,0.0
2022.0,Puducherry,Flowers_Female,51,51.0,51,0.0
2023.0,Puducherry,Flowers_Female,0,-51.0,51,0.0
2015.0,Puducherry,Flowers_bud,11,,253,7.625
2016.0,Puducherry,Flowers_bud,1,-10.0,253,7.625
2017.0,Puducherry,Flowers_bud,6,5.0,253,7.625
2018.0,Puducherry,Flowers_bud,9,3.0,253,7.625
2019.0,Puducherry,Flowers_bud,11,2.0,253,7.625
2020.0,Puducherry,Flowers_bud,13,2.0,253,7.625
2021.0,Puducherry,Flowers_bud,7,-6.0,253,7.625
2022.0,Puducherry,Flowers_bud,123,116.0,253,7.625
2023.0,Puducherry,Flowers_bud,72,-51.0,253,7.625
2015.0,Puducherry,Flowers_male,0,,51,0.0
2016.0,Puducherry,Flowers_male,0,0.0,51,0.0
2017.0,Puducherry,Flowers_male,0,0.0,51,0.0
2018.0,Puducherry,Flowers_male,0,0.0,51,0.0
2019.0,Puducherry,Flowers_male,0,0.0,51,0.0
2020.0,Puducherry,Flowers_male,0,0.0,51,0.0
2021.0,Puducherry,Flowers_male,0,0.0,51,0.0
2022.0,Puducherry,Flowers_male,51,51.0,51,0.0
2023.0,Puducherry,Flowers_male,0,-51.0,51,0.0
2015.0,Puducherry,Flowers_open,11,,253,7.5
2016.0,Puducherry,Flowers_open,1,-10.0,253,7.5
2017.0,Puducherry,Flowers_open,7,6.0,253,7.5
2018.0,Puducherry,Flowers_open,9,2.0,253,7.5
2019.0,Puducherry,Flowers_open,10,1.0,253,7.5
2020.0,Puducherry,Flowers_open,13,3.0,253,7.5
2021.0,Puducherry,Flowers_open,8,-5.0,253,7.5
2022.0,Puducherry,Flowers_open,123,115.0,253,7.5
2023.0,Puducherry,Flowers_open,71,-52.0,253,7.5
2015.0,Puducherry,Fruits_open,0,,68,1.375
2016.0,Puducherry,Fruits_open,0,0.0,68,1.375
2017.0,Puducherry,Fruits_open,0,0.0,68,1.375
2018.0,Puducherry,Fruits_open,0,0.0,68,1.375
2019.0,Puducherry,Fruits_open,3,3.0,68,1.375
2020.0,Puducherry,Fruits_open,1,-2.0,68,1.375
2021.0,Puducherry,Fruits_open,0,-1.0,68,1.375
2022.0,Puducherry,Fruits_open,53,53.0,68,1.375
2023.0,Puducherry,Fruits_open,11,-42.0,68,1.375
2015.0,Puducherry,Fruits_ripe,11,,287,10.625
2016.0,Puducherry,Fruits_ripe,1,-10.0,287,10.625
2017.0,Puducherry,Fruits_ripe,7,6.0,287,10.625
2018.0,Puducherry,Fruits_ripe,9,2.0,287,10.625
2019.0,Puducherry,Fruits_ripe,12,3.0,287,10.625
2020.0,Puducherry,Fruits_ripe,14,2.0,287,10.625
2021.0,Puducherry,Fruits_ripe,8,-6.0,287,10.625
2022.0,Puducherry,Fruits_ripe,129,121.0,287,10.625
2023.0,Puducherry,Fruits_ripe,96,-33.0,287,10.625
2015.0,Puducherry,Fruits_unripe,11,,284,10.625
2016.0,Puducherry,Fruits_unripe,1,-10.0,284,10.625
2017.0,Puducherry,Fruits_unripe,7,6.0,284,10.625
2018.0,Puducherry,Fruits_unripe,9,2.0,284,10.625
2019.0,Puducherry,Fruits_unripe,9,0.0,284,10.625
2020.0,Puducherry,Fruits_unripe,14,5.0,284,10.625
2021.0,Puducherry,Fruits_unripe,8,-6.0,284,10.625
2022.0,Puducherry,Fruits_unripe,129,121.0,284,10.625
2023.0,Puducherry,Fruits_unripe,96,-33.0,284,10.625
2015.0,Puducherry,Leaves_fresh,11,,288,10.625
2016.0,Puducherry,Leaves_fresh,1,-10.0,288,10.625
2017.0,Puducherry,Leaves_fresh,7,6.0,288,10.625
2018.0,Puducherry,Leaves_fresh,9,2.0,288,10.625
2019.0,Puducherry,Leaves_fresh,13,4.0,288,10.625
2020.0,Puducherry,Leaves_fresh,14,1.0,288,10.625
2021.0,Puducherry,Leaves_fresh,8,-6.0,288,10.625
2022.0,Puducherry,Leaves_fresh,129,121.0,288,10.625
2023.0,Puducherry,Leaves_fresh,96,-33.0,288,10.625
2015.0,Puducherry,Leaves_mature,11,,288,10.625
2016.0,Puducherry,Leaves_mature,1,-10.0,288,10.625
2017.0,Puducherry,Leaves_mature,7,6.0,288,10.625
2018.0,Puducherry,Leaves_mature,9,2.0,288,10.625
2019.0,Puducherry,Leaves_mature,13,4.0,288,10.625
2020.0,Puducherry,Leaves_mature,14,1.0,288,10.625
2021.0,Puducherry,Leaves_mature,8,-6.0,288,10.625
2022.0,Puducherry,Leaves_mature,129,121.0,288,10.625
2023.0,Puducherry,Leaves_mature,96,-33.0,288,10.625
2015.0,Puducherry,Leaves_old,0,,258,11.875
2016.0,Puducherry,Leaves_old,0,0.0,258,11.875
2017.0,Puducherry,Leaves_old,0,0.0,258,11.875
2018.0,Puducherry,Leaves_old,0,0.0,258,11.875
2019.0,Puducherry,Leaves_old,13,13.0,258,11.875
2020.0,Puducherry,Leaves_old,13,0.0,258,11.875
2021.0,Puducherry,Leaves_old,8,-5.0,258,11.875
2022.0,Puducherry,Leaves_old,129,121.0,258,11.875
2023.0,Puducherry,Leaves_old,95,-34.0,258,11.875
2015.0,Punjab,Flowers_Female,0,,7,0.0
2016.0,Punjab,Flowers_Female,0,0.0,7,0.0
2017.0,Punjab,Flowers_Female,0,0.0,7,0.0
2018.0,Punjab,Flowers_Female,0,0.0,7,0.0
2019.0,Punjab,Flowers_Female,0,0.0,7,0.0
2021.0,Punjab,Flowers_Female,0,0.0,7,0.0
2022.0,Punjab,Flowers_Female,7,7.0,7,0.0
2023.0,Punjab,Flowers_Female,0,-7.0,7,0.0
2015.0,Punjab,Flowers_bud,2,,65,-0.14285714285714285
2016.0,Punjab,Flowers_bud,27,25.0,65,-0.14285714285714285
2017.0,Punjab,Flowers_bud,19,-8.0,65,-0.14285714285714285
2018.0,Punjab,Flowers_bud,1,-18.0,65,-0.14285714285714285
2019.0,Punjab,Flowers_bud,2,1.0,65,-0.14285714285714285
2021.0,Punjab,Flowers_bud,1,-1.0,65,-0.14285714285714285
2022.0,Punjab,Flowers_bud,12,11.0,65,-0.14285714285714285
2023.0,Punjab,Flowers_bud,1,-11.0,65,-0.14285714285714285
2015.0,Punjab,Flowers_male,0,,7,0.0
2016.0,Punjab,Flowers_male,0,0.0,7,0.0
2017.0,Punjab,Flowers_male,0,0.0,7,0.0
2018.0,Punjab,Flowers_male,0,0.0,7,0.0
2019.0,Punjab,Flowers_male,0,0.0,7,0.0
2021.0,Punjab,Flowers_male,0,0.0,7,0.0
2022.0,Punjab,Flowers_male,7,7.0,7,0.0
2023.0,Punjab,Flowers_male,0,-7.0,7,0.0
2015.0,Punjab,Flowers_open,2,,65,-0.14285714285714285
2016.0,Punjab,Flowers_open,28,26.0,65,-0.14285714285714285
2017.0,Punjab,Flowers_open,19,-9.0,65,-0.14285714285714285
2018.0,Punjab,Flowers_open,1,-18.0,65,-0.14285714285714285
2019.0,Punjab,Flowers_open,2,1.0,65,-0.14285714285714285
2021.0,Punjab,Flowers_open,1,-1.0,65,-0.14285714285714285
2022.0,Punjab,Flowers_open,11,10.0,65,-0.14285714285714285
2023.0,Punjab,Flowers_open,1,-10.0,65,-0.14285714285714285
2015.0,Punjab,Fruits_open,0,,7,0.0
2016.0,Punjab,Fruits_open,0,0.0,7,0.0
2017.0,Punjab,Fruits_open,0,0.0,7,0.0
2018.0,Punjab,Fruits_open,0,0.0,7,0.0
2019.0,Punjab,Fruits_open,0,0.0,7,0.0
2021.0,Punjab,Fruits_open,0,0.0,7,0.0
2022.0,Punjab,Fruits_open,7,7.0,7,0.0
2023.0,Punjab,Fruits_open,0,-7.0,7,0.0
2015.0,Punjab,Fruits_ripe,2,,65,-0.14285714285714285
2016.0,Punjab,Fruits_ripe,27,25.0,65,-0.14285714285714285
2017.0,Punjab,Fruits_ripe,19,-8.0,65,-0.14285714285714285
2018.0,Punjab,Fruits_ripe,1,-18.0,65,-0.14285714285714285
2019.0,Punjab,Fruits_ripe,2,1.0,65,-0.14285714285714285
2021.0,Punjab,Fruits_ripe,1,-1.0,65,-0.14285714285714285
2022.0,Punjab,Fruits_ripe,12,11.0,65,-0.14285714285714285
2023.0,Punjab,Fruits_ripe,1,-11.0,65,-0.14285714285714285
2015.0,Punjab,Fruits_unripe,2,,65,-0.14285714285714285
2016.0,Punjab,Fruits_unripe,28,26.0,65,-0.14285714285714285
2017.0,Punjab,Fruits_unripe,19,-9.0,65,-0.14285714285714285
2018.0,Punjab,Fruits_unripe,1,-18.0,65,-0.14285714285714285
2019.0,Punjab,Fruits_unripe,2,1.0,65,-0.14285714285714285
2021.0,Punjab,Fruits_unripe,1,-1.0,65,-0.14285714285714285
2022.0,Punjab,Fruits_unripe,11,10.0,65,-0.14285714285714285
2023.0,Punjab,Fruits_unripe,1,-10.0,65,-0.14285714285714285
2015.0,Punjab,Leaves_fresh,2,,66,-0.14285714285714285
2016.0,Punjab,Leaves_fresh,28,26.0,66,-0.14285714285714285
2017.0,Punjab,Leaves_fresh,19,-9.0,66,-0.14285714285714285
2018.0,Punjab,Leaves_fresh,1,-18.0,66,-0.14285714285714285
2019.0,Punjab,Leaves_fresh,2,1.0,66,-0.14285714285714285
2021.0,Punjab,Leaves_fresh,1,-1.0,66,-0.14285714285714285
2022.0,Punjab,Leaves_fresh,12,11.0,66,-0.14285714285714285
2023.0,Punjab,Leaves_fresh,1,-11.0,66,-0.14285714285714285
2015.0,Punjab,Leaves_mature,2,,64,-0.14285714285714285
2016.0,Punjab,Leaves_mature,27,25.0,64,-0.14285714285714285
2017.0,Punjab,Leaves_mature,19,-8.0,64,-0.14285714285714285
2018.0,Punjab,Leaves_mature,1,-18.0,64,-0.14285714285714285
2019.0,Punjab,Leaves_mature,2,1.0,64,-0.14285714285714285
2021.0,Punjab,Leaves_mature,1,-1.0,64,-0.14285714285714285
2022.0,Punjab,Leaves_mature,11,10.0,64,-0.14285714285714285
2023.0,Punjab,Leaves_mature,1,-10.0,64,-0.14285714285714285
2015.0,Punjab,Leaves_old,0,,16,0.14285714285714285
2016.0,Punjab,Leaves_old,0,0.0,16,0.14285714285714285
2017.0,Punjab,Leaves_old,0,0.0,16,0.14285714285714285
2018.0,Punjab,Leaves_old,1,1.0,16,0.14285714285714285
2019.0,Punjab,Leaves_old,2,1.0,16,0.14285714285714285
2021.0,Punjab,Leaves_old,1,-1.0,16,0.14285714285714285
2022.0,Punjab,Leaves_old,11,10.0,16,0.14285714285714285
2023.0,Punjab,Leaves_old,1,-10.0,16,0.14285714285714285
2015.0,Tamil Nadu,Flowers_Female,0,,275,15.5
2016.0,Tamil Nadu,Flowers_Female,0,0.0,275,15.5
2017.0,Tamil Nadu,Flowers_Female,0,0.0,275,15.5
2018.0,Tamil Nadu,Flowers_Female,10,10.0,275,15.5
2019.0,Tamil Nadu,Flowers_Female,14,4.0,275,15.5
2020.0,Tamil Nadu,Flowers_Female,7,-7.0,275,15.5
2021.0,Tamil Nadu,Flowers_Female,64,57.0,275,15.5
2022.0,Tamil Nadu,Flowers_Female,56,-8.0,275,15.5
2023.0,Tamil Nadu,Flowers_Female,124,68.0,275,15.5
2015.0,Tamil Nadu,Flowers_bud,7,,2687,131.25
2016.0,Tamil Nadu,Flowers_bud,173,166.0,2687,131.25
2017.0,Tamil Nadu,Flowers_bud,218,45.0,2687,131.25
2018.0,Tamil Nadu,Flowers_bud,427,209.0,2687,131.25
2019.0,Tamil Nadu,Flowers_bud,364,-63.0,2687,131.25
2020.0,Tamil Nadu,Flowers_bud,120,-244.0,2687,131.25
2021.0,Tamil Nadu,Flowers_bud,103,-17.0,2687,131.25
2022.0,Tamil Nadu,Flowers_bud,218,115.0,2687,131.25
2023.0,Tamil Nadu,Flowers_bud,1057,839.0,2687,131.25
2015.0,Tamil Nadu,Flowers_male,0,,276,15.625
2016.0,Tamil Nadu,Flowers_male,0,0.0,276,15.625
2017.0,Tamil Nadu,Flowers_male,0,0.0,276,15.625
2018.0,Tamil Nadu,Flowers_male,10,10.0,276,15.625
2019.0,Tamil Nadu,Flowers_male,14,4.0,276,15.625
2020.0,Tamil Nadu,Flowers_male,7,-7.0,276,15.625
2021.0,Tamil Nadu,Flowers_male,64,57.0,276,15.625
2022.0,Tamil Nadu,Flowers_male,56,-8.0,276,15.625
2023.0,Tamil Nadu,Flowers_male,125,69.0,276,15.625
2015.0,Tamil Nadu,Flowers_open,7,,2664,128.75
2016.0,Tamil Nadu,Flowers_open,175,168.0,2664,128.75
2017.0,Tamil Nadu,Flowers_open,217,42.0,2664,128.75
2018.0,Tamil Nadu,Flowers_open,430,213.0,2664,128.75
2019.0,Tamil Nadu,Flowers_open,359,-71.0,2664,128.75
2020.0,Tamil Nadu,Flowers_open,119,-240.0,2664,128.75
2021.0,Tamil Nadu,Flowers_open,103,-16.0,2664,128.75
2022.0,Tamil Nadu,Flowers_open,217,114.0,2664,128.75
2023.0,Tamil Nadu,Flowers_open,1037,820.0,2664,128.75
2015.0,Tamil Nadu,Fruits_open,0,,402,20.625
2016.0,Tamil Nadu,Fruits_open,0,0.0,402,20.625
2017.0,Tamil Nadu,Fruits_open,0,0.0,402,20.625
2018.0,Tamil Nadu,Fruits_open,18,18.0,402,20.625
2019.0,Tamil Nadu,Fruits_open,59,41.0,402,20.625
2020.0,Tamil Nadu,Fruits_open,22,-37.0,402,20.625
2021.0,Tamil Nadu,Fruits_open,69,47.0,402,20.625
2022.0,Tamil Nadu,Fruits_open,69,0.0,402,20.625
2023.0,Tamil Nadu,Fruits_open,165,96.0,402,20.625
2015.0,Tamil Nadu,Fruits_ripe,7,,2761,133.125
